id,pred,split
infographicvqa_infographicvqa_1_243_2,dummy,public
infographicvqa_infographicvqa_1_247_1,dummy,public
infographicvqa_infographicvqa_1_248_9,dummy,public
infographicvqa_infographicvqa_1_256_9,dummy,public
infographicvqa_infographicvqa_1_260_3,dummy,public
infographicvqa_infographicvqa_1_261_6,dummy,public
infographicvqa_infographicvqa_1_262_0,dummy,public
infographicvqa_infographicvqa_1_264_0,dummy,public
infographicvqa_infographicvqa_1_265_3,dummy,public
infographicvqa_infographicvqa_1_267_8,dummy,public
infographicvqa_infographicvqa_1_271_1,dummy,public
infographicvqa_infographicvqa_1_271_3,dummy,public
infographicvqa_infographicvqa_1_275_0,dummy,public
infographicvqa_infographicvqa_1_275_4,dummy,public
infographicvqa_infographicvqa_1_276_0,dummy,public
infographicvqa_infographicvqa_1_277_2,dummy,public
infographicvqa_infographicvqa_1_279_1,dummy,public
infographicvqa_infographicvqa_1_290_8,dummy,public
infographicvqa_infographicvqa_1_292_6,dummy,public
infographicvqa_infographicvqa_1_292_7,dummy,public
infographicvqa_infographicvqa_1_293_1,dummy,public
infographicvqa_infographicvqa_1_302_4,dummy,public
infographicvqa_infographicvqa_1_303_4,dummy,public
infographicvqa_infographicvqa_1_304_0,dummy,public
infographicvqa_infographicvqa_1_304_2,dummy,public
infographicvqa_infographicvqa_1_304_4,dummy,public
infographicvqa_infographicvqa_1_307_4,dummy,public
infographicvqa_infographicvqa_1_309_10,dummy,public
infographicvqa_infographicvqa_1_312_6,dummy,public
infographicvqa_infographicvqa_1_318_18,dummy,public
infographicvqa_infographicvqa_1_321_1,dummy,public
infographicvqa_infographicvqa_1_323_3,dummy,public
infographicvqa_infographicvqa_1_324_0,dummy,public
infographicvqa_infographicvqa_1_327_4,dummy,public
infographicvqa_infographicvqa_1_327_6,dummy,public
infographicvqa_infographicvqa_1_331_0,dummy,public
infographicvqa_infographicvqa_1_334_1,dummy,public
infographicvqa_infographicvqa_1_340_0,dummy,public
infographicvqa_infographicvqa_1_347_1,dummy,public
infographicvqa_infographicvqa_1_349_4,dummy,public
infographicvqa_infographicvqa_1_353_1,dummy,public
infographicvqa_infographicvqa_1_357_1,dummy,public
infographicvqa_infographicvqa_1_359_4,dummy,public
infographicvqa_infographicvqa_1_363_3,dummy,public
infographicvqa_infographicvqa_1_365_0,dummy,public
infographicvqa_infographicvqa_1_367_2,dummy,public
infographicvqa_infographicvqa_1_375_0,dummy,public
infographicvqa_infographicvqa_1_381_3,dummy,public
infographicvqa_infographicvqa_1_382_0,dummy,public
infographicvqa_infographicvqa_1_385_0,dummy,public
infographicvqa_infographicvqa_1_389_0,dummy,public
infographicvqa_infographicvqa_1_392_0,dummy,public
infographicvqa_infographicvqa_1_393_8,dummy,public
infographicvqa_infographicvqa_1_395_0,dummy,public
infographicvqa_infographicvqa_1_395_8,dummy,public
infographicvqa_infographicvqa_1_395_9,dummy,public
infographicvqa_infographicvqa_1_396_0,dummy,public
infographicvqa_infographicvqa_1_403_0,dummy,public
infographicvqa_infographicvqa_1_403_1,dummy,public
infographicvqa_infographicvqa_1_406_3,dummy,public
infographicvqa_infographicvqa_1_407_5,dummy,public
infographicvqa_infographicvqa_1_407_10,dummy,public
infographicvqa_infographicvqa_1_409_1,dummy,public
infographicvqa_infographicvqa_1_413_3,dummy,public
infographicvqa_infographicvqa_1_413_4,dummy,public
infographicvqa_infographicvqa_1_422_0,dummy,public
infographicvqa_infographicvqa_1_432_8,dummy,public
infographicvqa_infographicvqa_1_436_6,dummy,public
infographicvqa_infographicvqa_1_436_10,dummy,public
infographicvqa_infographicvqa_1_440_1,dummy,public
infographicvqa_infographicvqa_1_441_4,dummy,public
infographicvqa_infographicvqa_1_445_8,dummy,public
infographicvqa_infographicvqa_1_446_1,dummy,public
infographicvqa_infographicvqa_1_447_2,dummy,public
infographicvqa_infographicvqa_1_452_1,dummy,public
infographicvqa_infographicvqa_1_453_3,dummy,public
infographicvqa_infographicvqa_1_454_6,dummy,public
infographicvqa_infographicvqa_1_455_6,dummy,public
infographicvqa_infographicvqa_1_455_7,dummy,public
infographicvqa_infographicvqa_1_461_2,dummy,public
infographicvqa_infographicvqa_1_466_1,dummy,public
infographicvqa_infographicvqa_1_467_6,dummy,public
infographicvqa_infographicvqa_1_468_3,dummy,public
infographicvqa_infographicvqa_1_471_5,dummy,public
infographicvqa_infographicvqa_1_472_2,dummy,public
infographicvqa_infographicvqa_1_474_4,dummy,public
infographicvqa_infographicvqa_1_474_6,dummy,public
infographicvqa_infographicvqa_1_474_8,dummy,public
infographicvqa_infographicvqa_1_476_0,dummy,public
infographicvqa_infographicvqa_1_477_0,dummy,public
infographicvqa_infographicvqa_1_479_6,dummy,public
infographicvqa_infographicvqa_1_480_1,dummy,public
infographicvqa_infographicvqa_1_484_3,dummy,public
infographicvqa_infographicvqa_1_487_4,dummy,public
infographicvqa_infographicvqa_1_488_3,dummy,public
infographicvqa_infographicvqa_1_491_5,dummy,public
infographicvqa_infographicvqa_1_493_2,dummy,public
infographicvqa_infographicvqa_1_495_11,dummy,public
infographicvqa_infographicvqa_1_497_2,dummy,public
infographicvqa_infographicvqa_1_497_3,dummy,public
infographicvqa_infographicvqa_1_497_8,dummy,public
infographicvqa_infographicvqa_1_499_3,dummy,public
websrc_websrc_1_0_213,dummy,public
websrc_websrc_1_0_426,dummy,public
websrc_websrc_1_0_753,dummy,public
websrc_websrc_1_0_1640,dummy,public
websrc_websrc_1_0_1740,dummy,public
websrc_websrc_1_0_1953,dummy,public
websrc_websrc_1_0_2083,dummy,public
websrc_websrc_1_0_2104,dummy,public
websrc_websrc_1_0_2848,dummy,public
websrc_websrc_1_0_3004,dummy,public
websrc_websrc_1_0_3088,dummy,public
websrc_websrc_1_0_3666,dummy,public
websrc_websrc_1_0_4164,dummy,public
websrc_websrc_1_0_4338,dummy,public
websrc_websrc_1_0_4559,dummy,public
websrc_websrc_1_0_4680,dummy,public
websrc_websrc_1_0_5165,dummy,public
websrc_websrc_1_0_5230,dummy,public
websrc_websrc_1_0_5698,dummy,public
websrc_websrc_1_0_5958,dummy,public
websrc_websrc_1_0_6079,dummy,public
websrc_websrc_1_0_6141,dummy,public
websrc_websrc_1_0_6339,dummy,public
websrc_websrc_1_0_6620,dummy,public
websrc_websrc_1_0_6699,dummy,public
websrc_websrc_1_0_6718,dummy,public
websrc_websrc_1_0_6974,dummy,public
websrc_websrc_1_0_7186,dummy,public
websrc_websrc_1_0_7297,dummy,public
websrc_websrc_1_0_7311,dummy,public
websrc_websrc_1_0_7508,dummy,public
websrc_websrc_1_0_8181,dummy,public
websrc_websrc_1_1_653,dummy,public
websrc_websrc_1_1_732,dummy,public
websrc_websrc_1_1_738,dummy,public
websrc_websrc_1_1_951,dummy,public
websrc_websrc_1_2_545,dummy,public
websrc_websrc_1_2_718,dummy,public
websrc_websrc_1_2_894,dummy,public
websrc_websrc_1_2_992,dummy,public
websrc_websrc_1_2_1013,dummy,public
websrc_websrc_1_2_1188,dummy,public
websrc_websrc_1_2_1237,dummy,public
websrc_websrc_1_2_1744,dummy,public
websrc_websrc_1_2_2237,dummy,public
websrc_websrc_1_2_3130,dummy,public
websrc_websrc_1_3_351,dummy,public
websrc_websrc_1_3_355,dummy,public
websrc_websrc_1_3_1050,dummy,public
websrc_websrc_1_3_1146,dummy,public
websrc_websrc_1_3_1254,dummy,public
websrc_websrc_1_3_1430,dummy,public
websrc_websrc_1_3_1648,dummy,public
websrc_websrc_1_3_1693,dummy,public
websrc_websrc_1_3_1712,dummy,public
websrc_websrc_1_3_1766,dummy,public
websrc_websrc_1_3_1948,dummy,public
websrc_websrc_1_3_2255,dummy,public
websrc_websrc_1_3_2330,dummy,public
websrc_websrc_1_3_2567,dummy,public
websrc_websrc_1_3_2576,dummy,public
websrc_websrc_1_3_3363,dummy,public
websrc_websrc_1_3_3369,dummy,public
websrc_websrc_1_3_3482,dummy,public
websrc_websrc_1_3_3796,dummy,public
websrc_websrc_1_3_4539,dummy,public
websrc_websrc_1_3_4581,dummy,public
websrc_websrc_1_3_4655,dummy,public
websrc_websrc_1_3_4679,dummy,public
websrc_websrc_1_3_4806,dummy,public
websrc_websrc_1_3_4816,dummy,public
websrc_websrc_1_3_4866,dummy,public
websrc_websrc_1_3_5011,dummy,public
websrc_websrc_1_3_5344,dummy,public
websrc_websrc_1_3_5530,dummy,public
websrc_websrc_1_3_5537,dummy,public
websrc_websrc_1_3_5551,dummy,public
websrc_websrc_1_3_6285,dummy,public
websrc_websrc_1_3_6533,dummy,public
websrc_websrc_1_3_6554,dummy,public
websrc_websrc_1_3_6878,dummy,public
websrc_websrc_1_4_626,dummy,public
websrc_websrc_1_4_677,dummy,public
websrc_websrc_1_4_1256,dummy,public
websrc_websrc_1_4_2063,dummy,public
websrc_websrc_1_4_2297,dummy,public
websrc_websrc_1_4_2302,dummy,public
websrc_websrc_1_4_2545,dummy,public
websrc_websrc_1_4_3287,dummy,public
websrc_websrc_1_4_3530,dummy,public
websrc_websrc_1_5_174,dummy,public
websrc_websrc_1_5_197,dummy,public
websrc_websrc_1_5_383,dummy,public
websrc_websrc_1_5_734,dummy,public
websrc_websrc_1_5_978,dummy,public
websrc_websrc_1_5_1281,dummy,public
websrc_websrc_1_5_1341,dummy,public
websrc_websrc_1_5_1372,dummy,public
websrc_websrc_1_5_1385,dummy,public
websrc_websrc_1_5_1483,dummy,public
websrc_websrc_1_5_1690,dummy,public
websrc_websrc_1_5_2402,dummy,public
websrc_websrc_1_5_2649,dummy,public
websrc_websrc_1_5_2764,dummy,public
websrc_websrc_1_5_3967,dummy,public
websrc_websrc_1_5_4125,dummy,public
websrc_websrc_1_5_4140,dummy,public
websrc_websrc_1_5_4170,dummy,public
websrc_websrc_1_5_4551,dummy,public
websrc_websrc_1_6_156,dummy,public
websrc_websrc_1_6_1103,dummy,public
websrc_websrc_1_6_1378,dummy,public
websrc_websrc_1_6_1399,dummy,public
websrc_websrc_1_6_1735,dummy,public
websrc_websrc_1_6_1772,dummy,public
websrc_websrc_1_6_1958,dummy,public
websrc_websrc_1_6_2338,dummy,public
websrc_websrc_1_6_4007,dummy,public
websrc_websrc_1_7_112,dummy,public
websrc_websrc_1_7_201,dummy,public
websrc_websrc_1_7_513,dummy,public
websrc_websrc_1_7_665,dummy,public
websrc_websrc_1_7_666,dummy,public
websrc_websrc_1_7_787,dummy,public
websrc_websrc_1_7_2071,dummy,public
websrc_websrc_1_7_2400,dummy,public
websrc_websrc_1_7_2537,dummy,public
websrc_websrc_1_7_2585,dummy,public
websrc_websrc_1_7_2717,dummy,public
websrc_websrc_1_7_3108,dummy,public
websrc_websrc_1_7_3136,dummy,public
websrc_websrc_1_7_3573,dummy,public
websrc_websrc_1_7_3651,dummy,public
websrc_websrc_1_7_3895,dummy,public
websrc_websrc_1_7_4176,dummy,public
websrc_websrc_1_7_4184,dummy,public
websrc_websrc_1_7_4565,dummy,public
websrc_websrc_1_7_5232,dummy,public
websrc_websrc_1_8_51,dummy,public
websrc_websrc_1_8_120,dummy,public
websrc_websrc_1_8_427,dummy,public
websrc_websrc_1_8_507,dummy,public
websrc_websrc_1_8_861,dummy,public
websrc_websrc_1_8_895,dummy,public
websrc_websrc_1_8_1262,dummy,public
websrc_websrc_1_8_1374,dummy,public
websrc_websrc_1_8_1718,dummy,public
websrc_websrc_1_8_1729,dummy,public
websrc_websrc_1_8_2344,dummy,public
websrc_websrc_1_8_2788,dummy,public
websrc_websrc_1_8_2929,dummy,public
websrc_websrc_1_8_3007,dummy,public
websrc_websrc_1_8_3422,dummy,public
websrc_websrc_1_8_3469,dummy,public
websrc_websrc_1_8_3683,dummy,public
websrc_websrc_1_8_3714,dummy,public
websrc_websrc_1_8_3752,dummy,public
websrc_websrc_1_8_3815,dummy,public
websrc_websrc_1_8_3938,dummy,public
websrc_websrc_1_8_4278,dummy,public
websrc_websrc_1_8_4399,dummy,public
websrc_websrc_1_8_4763,dummy,public
websrc_websrc_1_8_5145,dummy,public
websrc_websrc_1_8_5729,dummy,public
websrc_websrc_1_8_6157,dummy,public
websrc_websrc_1_8_6392,dummy,public
websrc_websrc_1_8_6405,dummy,public
websrc_websrc_1_8_6485,dummy,public
websrc_websrc_1_8_6605,dummy,public
websrc_websrc_1_8_6675,dummy,public
websrc_websrc_1_8_6908,dummy,public
websrc_websrc_1_9_245,dummy,public
websrc_websrc_1_9_454,dummy,public
websrc_websrc_1_9_486,dummy,public
websrc_websrc_1_9_666,dummy,public
websrc_websrc_1_9_1417,dummy,public
websrc_websrc_1_9_1541,dummy,public
websrc_websrc_1_9_1656,dummy,public
websrc_websrc_1_9_1725,dummy,public
websrc_websrc_1_9_1815,dummy,public
websrc_websrc_1_9_2276,dummy,public
websrc_websrc_1_9_2315,dummy,public
websrc_websrc_1_9_2757,dummy,public
websrc_websrc_1_9_3032,dummy,public
websrc_websrc_1_9_3090,dummy,public
websrc_websrc_1_9_3315,dummy,public
websrc_websrc_1_9_3448,dummy,public
websrc_websrc_1_9_3701,dummy,public
websrc_websrc_1_9_4022,dummy,public
websrc_websrc_1_9_4221,dummy,public
websrc_websrc_1_9_4427,dummy,public
websrc_websrc_1_9_4463,dummy,public
websrc_websrc_1_9_4528,dummy,public
websrc_websrc_1_9_4844,dummy,public
websrc_websrc_1_9_4862,dummy,public
websrc_websrc_1_9_5155,dummy,public
websrc_websrc_1_9_5347,dummy,public
websrc_websrc_1_9_6401,dummy,public
websrc_websrc_1_9_7251,dummy,public
websrc_websrc_1_9_7302,dummy,public
wtq_wtq_1_1_0,dummy,public
wtq_wtq_1_2_0,dummy,public
wtq_wtq_1_4_3,dummy,public
wtq_wtq_1_9_3,dummy,public
wtq_wtq_1_9_9,dummy,public
wtq_wtq_1_11_0,dummy,public
wtq_wtq_1_11_8,dummy,public
wtq_wtq_1_11_9,dummy,public
wtq_wtq_1_16_5,dummy,public
wtq_wtq_1_17_5,dummy,public
wtq_wtq_1_17_10,dummy,public
wtq_wtq_1_21_2,dummy,public
wtq_wtq_1_23_9,dummy,public
wtq_wtq_1_24_9,dummy,public
wtq_wtq_1_25_10,dummy,public
wtq_wtq_1_26_4,dummy,public
wtq_wtq_1_28_9,dummy,public
wtq_wtq_1_29_1,dummy,public
wtq_wtq_1_31_3,dummy,public
wtq_wtq_1_32_6,dummy,public
wtq_wtq_1_33_0,dummy,public
wtq_wtq_1_34_3,dummy,public
wtq_wtq_1_35_3,dummy,public
wtq_wtq_1_36_4,dummy,public
wtq_wtq_1_36_9,dummy,public
wtq_wtq_1_36_10,dummy,public
wtq_wtq_1_38_1,dummy,public
wtq_wtq_1_39_3,dummy,public
